&beta;2-Glycoprotein I (&beta;2-GPI) plasma levels			
Response to anti-depressant treatment in major depressive disorder			
Response to anti-retroviral therapy (ddI/d4T) in HIV-1 infection (Grade 1 peripheral neuropathy)			
Response to anti-retroviral therapy (ddI/d4T) in HIV-1 infection (Grade 2 peripheral neuropathy)			
Response to anti-retroviral therapy (ddI/d4T) in HIV-1 infection (Grade 3 peripheral neuropathy)			
Response to antidepressant treatment	抗うつ薬治療への応答	Trait_med	NA
Response to antidepressant treatment (citalopram)			
Response to antidepressants	抗うつ薬への応答	Trait_med	NA
Response to antineoplastic agents	抗腫瘍薬への応答	Trait_med	NA
Response to antiplatelet therapy			
Response to antipsychotic therapy (extrapyramidal side effects)	統合失調症治療薬治療への応答 (錐体外路症状)	Trait_med	NA
Response to antipsychotic treatment	統合失調症治療への応答	Trait_med	NA
Response to antipsychotic treatment in schizophrenia (reasoning)			
Response to antipsychotic treatment in schizophrenia (working memory)			
Response to chemotherapy in breast cancer (hypertension) (bevacizumab)			
Response to chemotherapy in breast cancer hypertensive cases (cumulative dose) (bevacizumab)			
Response to chemotherapy in multiple myeloma (oral mucositis) (high-dose melphalan)			
Response to cholinesterase inhibitors in Alzheimer's disease			
Response to citalopram treatment	シタロプラム(抗うつ薬)療法への応答	Trait_med	NA
Response to clopidogrel therapy	クロピドグレル(血小板凝集抑制薬)療法への応答	Trait_med	NA
Response to cytadine analogues (cytosine arabinoside)			
Response to cytidine analogues (gemcitabine)			
Response to dabigatran etexilate treatment			
Response to diuretic therapy	利尿剤治療への応答	Trait_med	NA
Response to diuretic therapy in hypertension			
Response to fenofibrate	フェノフィブラート(抗脂質血症薬)への応答	Trait_med	NA
Response to fenofibrate (adiponectin levels)			
Response to gemcitabine in pancreatic cancer			
Response to haloperidol in psychosis			
Response to hepatitis C treatment	C型肝炎治療への応答	Trait_med	NA
Response to iloperidone treatment (PANSS-T score)	イロペリドン(統合失調症治療薬)療法への応答 (PANSS-T score)	Trait_med	NA
Response to iloperidone treatment (QT prolongation)	イロペリドン(統合失調症治療薬)療法への応答 (QT延長)	Trait_med	NA
Response to inhaled corticosteroid treatment in asthma (percentage change of FEV1)			
Response to interferon beta therapy	インターフェロンベータ(抗ウイルス耐性誘導タンパク質)療法への応答	Trait_med	NA
Response to irinotecan and platinum-based chemotherapy in non-small-cell lung cancer			
Response to irinotecan in non-small-cell lung cancer	非小細胞肺がんにおけるイリノテカン(抗がん剤)への応答	Trait_med	NA
Response to lithium treatment in bipolar disorder	双極性障害におけるリチウム療法への応答	Trait_med	NA
Response to mTOR inhibitor (everolimus)			
Response to mTOR inhibitor (rapamycin)			
Response to metformin	メトホルミン(抗糖尿病薬)への応答	Trait_med	NA
Response to metformin in type 2 diabetes (glycemic)			
Response to methotrexate in juvenile idiopathic arthritis			
Response to methotrexate in rheumatoid arthritis			
Response to methylphenidate treatment in attention-deficit/hyperactivity disorder (blood pressure)			
Response to platinum-based agents	白金製剤への応答	Trait_med	NA
Response to platinum-based chemotherapy (carboplatin)			
Response to platinum-based chemotherapy (cisplatin)			
Response to platinum-based chemotherapy in head and neck cancers			
Response to platinum-based chemotherapy in non-small-cell lung cancer	非小細胞肺がんにおける白金製剤化学療法への応答	Trait_med	NA
Response to platinum-based chemotherapy in small cell and non-small cell lung cancers	小細胞と非小細胞肺がんにおける白金製剤化学療法への応答	Trait_med	NA
Response to platinum-based chemotherapy in small-cell lung cancer	小細胞肺がんにおける白金製剤化学療法への応答	Trait_med	NA
Response to protease inhibitor treatment in hepatitis c (bilirubin toxicity)			
Response to protease inhibitor treatment in hepatitis c (peak serum total bilirubin levels)			
Response to radiotherapy in cancer (late toxicity)			
Response to radiotherapy in prostate cancer (toxicity)			
Response to rate control therapy in atrial fibrillation			
Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels)			
Response to simvastatin treatment (PCSK9 protein level change)			
Response to statin therapy	スタチン療法(高コレステロール血症の薬物治療)への応答	Trait_med	NA
Response to statin therapy (LDL-C)	スタチン療法(高コレステロール血症の薬物治療)への応答 (LDL-C)	Trait_med	NA
Response to statins (LDL cholesterol change)			
Response to tamoxifen in breast cancer	乳がんにおけるタモキシフェン(抗がん剤)への応答	Trait_med	NA
Response to taxane treatment (docetaxel)	タキサン(抗がん剤)療法への応答 (docetaxel)	Trait_med	NA
Response to taxane treatment (placlitaxel)	タキサン(抗がん剤)療法への応答 (placlitaxel)	Trait_med	NA
Response to temozolomide			
Response to thiazide diuretic treatment (hypokalemia)			
Response to thiopurine immunosuppressants in inflammatory bowel disease (pancreatitis) (azathioprine and mercaptopurine)			
Response to tocilizumab in rheumatoid arthritis	関節リウマチにおけるトシリズマブへの応答	Trait_med	NA
Response to treatment for acute lymphoblastic leukemia	急性リンパ芽球性白血病治療への応答	Trait_med	NA
Response to ximelagatran treatment	キシメラガトラン療法への応答	Trait_med	NA
Resting heart rate	安静時心拍数	Trait_med	NA
Resting oxygen saturation in chronic osbtructive pulmonary disease (pulse oxymetry)			
Restless legs syndrome	下肢静止不能症候群	Disease	NA
Retinal arteriolar caliber			
Retinal vascular caliber	網膜脈管口径	Trait_med	NA
Retinol levels	レチノール濃度	Trait_med	NA
Retinopathy in non-diabetics			
Rhegmatogenous retinal detachment			
Rheumatoid arthritis	関節リウマチ	Disease	NA
Rheumatoid arthritis (ACPA-negative)			
Rheumatoid factor			
Ribavirin-induced anemia	リバビリン誘導性の貧血	Disease	NA
Sagittal craniosynostosis			
Sarcoidosis	サルコイドーシス(類肉腫症)	Disease	NA
Sasang constitutional medicine type			
Schizophrenia	統合失調症	Disease	NA
Schizophrenia (age at onset)			
Schizophrenia (age at onset) (gender interaction)			
Schizophrenia (cytomegalovirus infection interaction)			
Schizophrenia (negative symptoms)			
Schizophrenia (treatment resistant)			
Schizophrenia or bipolar disorder			
Schizophrenia, bipolar disorder and depression (combined)	統合失調症・双極性障害・うつ病 (combined)	Disease	NA
Schizophrenia, schizoaffective disorder or bipolar disorder			
Sclerosing cholangitis and ulcerative colitis (combined)	硬化性胆管炎と潰瘍性大腸炎 (combined)	Disease	NA
Scoliosis	脊柱側弯症	Disease	NA
Select biomarker traits	Select biomarker traits	NA	NA
Self-employment			
Self-rated health	自己評価健康状態	Trait_med	NA
Self-reported allergy			
Sensory disturbances after bilateral sagittal split ramus osteotomy			
Sepsis from pneumonia (survival)			
Serologic markers in systemic lupus erythematosus	全身性紅斑性狼瘡における血清マーカー	Trait_med	NA
Serum IgA levels			
Serum IgE levels			
Serum VEGFR2 concentration			
Serum albumin level			
Serum alkaline phosphatase levels			
Serum alpha1-antitrypsin levels			
Serum ceruloplasmin levels			
Serum dimethylarginine levels (asymmetric/symetric ratio)			
Serum ferritin levels			
Serum lipase activity			
Serum metabolite levels			
Serum prostate-specific antigen levels			
Serum protein levels (sST2)			
Serum selenium levels			
Serum tamsulosin hydrochloride concentration			
Serum thyroid-stimulating hormone levels			
Serum total protein level			
Serum uric acid levels			
Serum vitamin D-binding protein levels			
Sex hormone-binding globulin levels	性ホルモン結合グロブリン濃度	Trait_med	NA
Sex ratio at birth	出生性比	Trait_med	NA
Sexual dimorphism in anthropometric traits			
Sexual dysfunction (SSRI/SNRI-related)	性機能不全 (SSRI/SNRI-related)	Disease	NA
Sexual dysfunction (female)	性機能不全 (女性)	Disease	NA
Shingles			
Sick sinus syndrome	洞結節不全症候群	Disease	NA
Sickle cell anemia (haemolysis)			
Sickle cell anemia (severity)	鎌状赤血球貧血 (重症度)	Disease	NA
Sjögren's syndrome			
Skin fluorescence			
Skin pigmentation	皮膚色素沈着	Trait_med	NA
Skin sensitivity to sun	太陽への皮膚感受性	Trait_med	NA
Skin youthfulness			
Sleep depth			
Sleep duration	睡眠時間	Trait_easy	NA
Sleep latency			
Sleep quality			
Sleep time			
Sleep-related phenotypes			
Small-cell lung cancer (survival)			
Smoking behavior	喫煙行動	Trait_easy	NA
Smoking cessation	禁煙	Trait_easy	NA
Smoking cessation in chronic obstructive pulmonary disease			
Smoking initiation			
Smoking quantity			
Smooth-surface caries			
Social and non-social autistic-like traits			
Social autistic-like traits			
Social communication problems			
Soluble E-selectin levels	可溶性Eセレクチン濃度	Trait_med	NA
Soluble ICAM-1	可溶性ICAM-1	Trait_med	NA
Soluble leptin receptor levels	可溶性レプチンレセプター濃度	Trait_med	NA
Soluble levels of adhesion molecules	接着分子の可溶度	Trait_med	NA
Speech perception in dyslexia	失読症における言語知覚	Trait_med	NA
Sphingolipid levels	スフィンゴ脂質濃度	Trait_med	NA
Spine bone size	脊椎骨の大きさ	Trait_med	NA
Squamous cell carcinoma			
Staphylococcus aureus infection			
Stearic acid (18:0) plasma levels			
Stevens-Johnson syndrome	スティーブンス・ジョンソン症候群(薬物の副作用による眼を中心にした皮膚粘膜障害)	Disease	NA
Stevens-Johnson syndrome and toxic epidermal necrolysis (SJS-TEN)	スティーブンス・ジョンソン症候群(薬物の副作用による眼を中心にした皮膚粘膜障害)と中毒性表皮壊死症(全身性の副作用) (SJS-TEN)	Disease	NA
Stroke	脈拍	Trait_med	NA
Stroke (ischemic)	脈拍 (虚血性の)	Trait_med	NA
Stroke (pediatric)	脈拍 (小児科の)	Trait_med	NA
Subclinical atherosclerosis traits (other)	無症状アテローム性動脈硬化症形質 (その他)	Disease	NA
Subclinical brain infarct	無症状脳梗塞	Disease	NA
Subcutaneous adipose tissue	皮下脂肪組織	Trait_med	NA
Substance dependence	物質依存症	Disease	NA
Substance dependence phenotypes			
Sudden cardiac arrest	心突然死	Disease	NA
Suicidal ideation	希死念慮(自殺念慮)	Trait_med	NA
Suicidal ideation in depression or bipolar disorder			
Suicide attempts in bipolar disorder	双極性障害における自殺企図	Trait_med	NA
Suicide attempts in depression or bipolar disorder			
Suicide in bipolar disorder			
Suicide risk			
Sunburns			
Superior frontal gyrus grey matter volume			
Symmetrical dimethylarginine levels			
Systemic lupus erythematosus	全身性エリテマトーデス	Disease	NA
Systemic lupus erythematosus and Systemic sclerosis			
Systemic sclerosis	全身性硬化症	Disease	NA
Systolic blood pressure	最高血圧(収縮期血圧)	Trait_med	NA
Systolic blood pressure (alcohol consumption interaction)			
Systolic blood pressure in sickle cell anemia			
Tanning	日焼け	Trait_med	NA
Tardive dyskinesia			
Tardive dyskinesia in schizophrenia			
Telomere length	テロメア長	Trait_med	NA
Temperament	気質	Trait_med	NA
Temperament (bipolar disorder)	双極性障害における気質	Trait_med	NA
Temporomandibular joint disorders			
Testicular cancer	精巣がん(睾丸がん)	Disease	NA
Testicular dysgenesis syndrome			
Testicular germ cell cancer	精巣胚細胞性がん	Disease	NA
Testicular germ cell tumor	精巣胚細胞腫瘍	Disease	NA
Testosterone levels	テストステロン(男性ホルモン)濃度	Trait_med	NA
Tetralogy of Fallot			
Thiazide-induced adverse metabolic effects in hypertensive patients			
Thoracic aortic aneurysms and dissections	胸部大動脈瘤と切開	Disease	NA
Thrombin generation potential phenotypes			
Thyroid cancer	甲状腺がん	Disease	NA
Thyroid cancer (Papillary, radiation-related)			
Thyroid function	甲状腺機能	Trait_med	NA
Thyroid hormone levels			
Thyroid peroxidase antibody levels			
Thyroid peroxidase antibody positivity			
Thyroid stimulating hormone	甲状腺刺激ホルモン	Trait_med	NA
Thyroid volume	甲状腺容積	Trait_med	NA
Thyrotoxic hypokalemic periodic paralysis	甲状腺中毒性低カリウム性周期性麻痺	Disease	NA
Toenail selenium levels			
Tonometry	眼圧測定	Trait_med	NA
Tooth agenesis (mandibular third molar)			
Tooth agenesis (maxillary third molar)			
Tooth agenesis (third molar)			
Total ventricular volume	総心室容積	Trait_med	NA
Tourette syndrome	トゥレット障害	Disease	NA
Tourette's syndrome or obsessive-compulsive disorder			
Trans fatty acid levels			
Treatment response for severe sepsis			
Triglycerides	トリグリセリド(中性脂肪)	Trait_med	NA
Triglycerides-Blood Pressure (TG-BP)	トリグリセリド(中性脂肪)-血圧 (TG-BP)	Trait_med	NA
Tuberculosis	結核	Disease	NA
Tumor biomarkers			
Two-hour glucose challenge	ブドウ糖負荷試験(糖尿病の診断方法のひとつ)	Trait_med	NA
Type 1 diabetes	1型糖尿病	Disease	NA
Type 1 diabetes autoantibodies	1型糖尿病の自己抗体	Disease	NA
Type 1 diabetes nephropathy	1型糖尿病性腎障害	Disease	NA
Type 2 diabetes	2型糖尿病	Disease	NA
Type 2 diabetes (dietary heme iron intake interaction)			
Type 2 diabetes (young onset) and obesity			
Type 2 diabetes and 6 quantitative traits	2型糖尿病と6つの量的形質	Disease	NA
Type 2 diabetes and gout	2型糖尿病と痛風	Disease	NA
Type 2 diabetes and other traits	2型糖尿病その他の形質	Disease	NA
Type 2 diabetes nephropathy	2型糖尿病性腎障害	Disease	NA
Ulcerative colitis	潰瘍性大腸炎	Disease	NA
Ulcerative colitis or Crohn's disease			
Underweight status			
Upper aerodigestive tract cancers	頭頚部がん?	Disease	NA
Urate levels	尿酸塩濃度	Trait_med	NA
Uric acid levels	尿酸濃度	Trait_med	NA
Urinary albumin excretion	尿中アルブミン排泄	Trait_med	NA
Urinary albumin excretion rate in type 1 diabetes			
Urinary bladder cancer	膀胱がん	Disease	NA
Urinary metabolites	尿中代謝物	Trait_med	NA
Urinary metabolites (H-NMR features)			
Urinary symptoms in response to radiotherapy in prostate cancer			
Urinary uromodulin levels			
Uterine fibroids	子宮筋腫	Disease	Female
Vaccine-related adverse events			
Vascular brain injury			
Vascular constriction			
Vascular dementia	血管性認知症	Disease	NA
Vascular endothelial growth factor levels	血管内皮成長因子	Trait_med	NA
Vaspin levels	バスピン濃度	Trait_med	NA
Venous thromboembolism	静脈血栓塞栓症	Disease	NA
Venous thromboembolism (gene x gene interaction)			
Ventricular fibrillation	心室細動	Trait_med	NA
Vertical cup-disc ratio	垂直C/D比(眼底画像の特徴量・緑内障の診察に用いられる)	Trait_med	NA
Very long-chain saturated fatty acid levels (fatty acid 20:0)			
Very long-chain saturated fatty acid levels (fatty acid 22:0)			
Very long-chain saturated fatty acid levels (fatty acid 24:0)			
Visceral adipose tissue adjusted for BMI	BMIに合わせた内臓脂肪組織	Trait_med	NA
Visceral adipose tissue/subcutaneous adipose tissue ratio	内臓脂肪組織と皮下脂肪組織の比率	Trait_med	NA
Visceral fat	内臓脂肪	Trait_med	NA
Vitamin B levels in ischemic stroke			
Vitamin B12 levels	ビタミンB12濃度	Trait_med	NA
Vitamin D insufficiency	ビタミンD不足	Trait_med	NA
Vitamin D levels	ビタミンD濃度	Trait_med	NA
Vitamin E levels	ビタミンE濃度	Trait_easy	NA
Vitiligo	白斑(皮膚病)	Disease	NA
Vitiligo (non-segmental)			
Vogt-Koyanagi-Harada syndrome			
Volumetric brain MRI	MRIにおける脳容積計測	Trait_med	NA
Waist Circumference - Triglycerides (WC-TG)	胴囲 – トリグリセリド(中性脂肪) (WC-TG)	Trait_easy	NA
Waist circumference	胴囲	Trait_easy	NA
Waist circumference (sex interaction)			
Waist circumference and related phenotypes	胴囲とその関連する表現型	Trait_easy	NA
Waist to hip ratio (sex interaction)			
Waist-hip ratio	ウエスト・ヒップ比	Trait_easy	NA
Waist-to-hip circumference ratio (interaction)			
Warfarin maintenance dose	ワルファリン(経口抗凝固薬)維持量	Trait_med	NA
Wegener's granulomatosis			
Weight	体重	Trait_easy	NA
Weight loss (gastric bypass surgery)			
White blood cell count	白血球数	Trait_med	NA
White blood cell types	白血球の型	Trait_med	NA
White matter hyperintensity burden	白質病変?	Disease	NA
White matter hyperintensity volume in cerebral autosomal-dominant arteriopathy with subcortical infarcts and leukoencephalopathy			
White matter integrity	白質病変	Disease	NA
White matter integrity (interaction)			
White matter microstructure (global fractional anisotropy)			
Wilms tumor	ウィルムス腫瘍	Trait_med	NA
Word reading			
YKL-40 levels	YKL-40(バイオマーカー)濃度	Trait_med	NA
Yang-deficiency constitution			
vWF and FVIII levels	vWFとFVIIIの濃度	Trait_med	NA
